User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_11,BMW i3,50.0,Station_206,Los Angeles,2024-01-01 10:00:00,2024-01-01 13:59:00,18.206197477378700,2.6486354477277000,10.310701112892200,38.221230704051800,Night,Thursday,76.08656557040190,82.2655816267944,64.63464374887130,0.5004335643954790,3.0,DC Fast Charger,Casual Driver
User_12,Chevy Bolt,85.0,Station_78,San Francisco,2024-01-01 11:00:00,2024-01-01 14:55:00,22.564929484106800,2.0578886215204500,4.46482262892762,14.0508613520737,Evening,Sunday,14.618902372078500,85.85749415419050,194.76380668173800,34.26261127319240,0.0,DC Fast Charger,Long-Distance Traveler
User_13,Hyundai Kona,100.0,Station_16,San Francisco,2024-01-01 12:00:00,2024-01-01 13:00:00,34.256452908516000,3.0655847520228000,5.523688619042970,10.972135997218200,Afternoon,Monday,19.20544694977320,51.62648272929990,249.12759651542500,23.662965362338800,0.0,Level 2,Casual Driver
User_14,Nissan Leaf,75.0,Station_327,Houston,2024-01-01 13:00:00,2024-01-01 15:54:00,16.56106432522510,3.5909657181461000,19.769098717557200,37.44185660286840,Morning,Friday,25.775415389763300,69.2012290988145,159.2316102189640,34.11034863859680,7.0,Level 2,Commuter
User_15,BMW i3,85.0,Station_96,Houston,2024-01-01 14:00:00,2024-01-01 17:32:00,12.927545290947600,3.4218093378407500,24.211150117119200,18.552815677456200,Afternoon,Monday,71.68354383511850,63.70663794066830,155.36060543682000,39.50544568765910,4.0,Level 1,Casual Driver
User_16,Nissan Leaf,100.0,Station_147,Los Angeles,2024-01-01 15:00:00,2024-01-01 17:19:00,27.354317884610700,2.703286127534270,11.112498841670800,33.093492711055800,Evening,Monday,10.677153729384800,72.40347015226730,247.6594369214760,-8.30213689912669,1.5352340877952700,DC Fast Charger,Long-Distance Traveler
User_17,BMW i3,97.681812229825,Station_2,New York,2024-01-01 16:00:00,2024-01-01 18:02:00,24.726937680708800,3.4586802787724500,49.40273861566980,17.49480846107400,Evening,Thursday,67.59197091077600,89.94222936485880,237.3064209427690,4.41532961880046,7.0,DC Fast Charger,Commuter
User_18,Hyundai Kona,50.0,Station_10,Chicago,2024-01-01 17:00:00,2024-01-01 20:13:00,23.824040473705300,0.8482182678183040,6.614280124746200,6.430589211997160,Evening,Friday,57.59519511951950,74.96195034708380,22.00682916343810,18.405709050259400,6.0,Level 2,Casual Driver
User_19,Tesla Model 3,100.0,Station_434,New York,2024-01-01 18:00:00,2024-01-01 21:03:00,42.638018191672900,0.8075321582618000,20.49084604597370,25.0787937101842,Evening,Saturday,55.51705087402340,52.7134886858277,280.8620709755800,37.430356532255,0.0,Level 1,Long-Distance Traveler
User_20,BMW i3,50.0,Station_125,Los Angeles,2024-01-01 19:00:00,2024-01-01 20:22:00,48.48248430757050,2.5809253540076600,45.29143534649800,7.090844200594140,Morning,Wednesday,12.754877571721800,116.09565688940100,243.25576946966900,9.202409891916810,3.0,Level 2,Long-Distance Traveler
User_21,Nissan Leaf,50.0,Station_81,Los Angeles,2024-01-01 20:00:00,2024-01-01 22:54:00,50.27906667357190,3.16887289218907,30.489960233968700,28.872894608008100,Night,Tuesday,16.545512365179000,77.93632713949580,15.420444595980100,33.980310103059100,3.0,Level 2,Casual Driver
User_22,Hyundai Kona,62.0,Station_485,New York,2024-01-01 21:00:00,2024-01-01 22:55:00,59.1350316162392,2.9317614950957500,,34.85323440188440,Evening,Sunday,71.5303121297424,75.97435158703120,219.62635692143400,-2.755069331695,5.0,Level 1,Commuter
User_23,BMW i3,75.0,Station_140,Chicago,2024-01-01 22:00:00,2024-01-02 01:02:00,49.19642958971380,2.5628173042684100,19.194882837079600,14.856131218606700,Afternoon,Saturday,49.02423910950520,64.48187393759190,298.18812231836300,39.95893731677200,4.257936702758290,DC Fast Charger,Long-Distance Traveler
User_24,Tesla Model 3,100.0,Station_326,New York,2024-01-01 23:00:00,2024-01-01 23:31:00,68.44712632026380,2.0714292092234400,49.71030696901290,38.406061696059400,Morning,Friday,19.23313912730540,74.00615088095060,280.91546822652100,3.580839953900100,5.0,DC Fast Charger,Commuter
User_25,Tesla Model 3,100.0,Station_150,Houston,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247690,0.9571376601264640,11.238538626794000,24.03753468851580,Morning,Wednesday,65.48688658113340,65.35209627449630,173.47152650529200,35.977821918048500,4.0,Level 1,Long-Distance Traveler
User_26,Chevy Bolt,75.0,Station_288,San Francisco,2024-01-02 01:00:00,2024-01-02 03:42:00,40.178003499947200,3.6041735353726200,12.31861479590850,38.76319382514180,Morning,Saturday,80.34408372714870,79.99556313119570,82.75461394014500,21.53684396835520,1.0,DC Fast Charger,Commuter
User_27,Chevy Bolt,75.0,Station_361,Houston,2024-01-02 02:00:00,2024-01-02 02:33:00,43.487751224792300,3.652540335433940,36.182371883723500,27.44831088430590,Afternoon,Thursday,88.74847907153810,87.82402899882810,80.91266512306520,29.872209873061500,0.36121516580306000,Level 1,Commuter
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856500,1.5477137176963700,45.7767311942711,9.855826892937220,Night,Sunday,98.33279531163320,94.50485176968460,162.6865443608230,5.504758728380650,0.0,Level 1,Long-Distance Traveler
User_29,BMW i3,75.0,Station_129,Los Angeles,2024-01-02 04:00:00,2024-01-02 04:35:00,31.684484586574500,2.4396779381538900,48.64872319079230,25.617103995808700,Afternoon,Friday,34.72763909597670,54.40205038521580,,20.378562310274300,3.0,Level 2,Casual Driver
User_30,BMW i3,75.0,Station_438,Chicago,2024-01-02 05:00:00,2024-01-02 07:58:00,56.59325685914930,3.153257254972800,45.81173100244060,33.13209178024770,Afternoon,Friday,29.207671702279000,85.00810624066350,186.15573210131000,12.333415373869100,0.0,DC Fast Charger,Casual Driver
User_31,Chevy Bolt,100.0,Station_239,New York,2024-01-02 06:00:00,2024-01-02 09:54:00,19.473800595427100,1.435532787267770,7.043936342279250,36.945272915195200,Afternoon,Wednesday,31.320786979519900,78.05665281794620,,8.352906076534810,2.0,DC Fast Charger,Casual Driver
User_32,BMW i3,100.0,Station_58,Chicago,2024-01-02 07:00:00,2024-01-02 09:27:00,38.289199335542700,2.0076640542660700,12.064391459035100,17.011782945517700,Evening,Wednesday,75.6447784790562,65.61730718592960,238.90931096310900,2.2731629009720500,6.0,Level 1,Commuter
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396300,1.3069272717462800,21.517815048554300,26.438194237490400,Evening,Monday,23.603991432132700,88.2000728013921,35.50388319357350,39.38401391534170,1.0,Level 2,Casual Driver
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895630,0.9991001884039170,7.651570046980450,18.034390040505400,Afternoon,Monday,22.881466625938900,51.43427868199240,46.35755886056620,13.991597483207000,1.0,Level 2,Casual Driver
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101150,1.8735815970397800,4.48564710517362,35.50300017025300,Afternoon,Friday,41.87247964240580,79.64797277486440,157.61465400806600,28.429807376567300,1.8091728675018700,DC Fast Charger,Long-Distance Traveler
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.374516060783800,2.8916769844807500,18.865801960923800,29.866249925875800,Evening,Tuesday,24.492208584397700,73.38017572592220,76.20353921863800,59.931973865971000,4.0,Level 1,Commuter
User_37,Chevy Bolt,75.0,Station_45,Chicago,2024-01-02 12:00:00,2024-01-02 15:10:00,39.940563619980600,3.4700034335371600,28.62519932675560,15.855327430553400,Evening,Thursday,85.85755579960260,50.403654740892100,102.43030218211100,31.46130901681470,1.0,DC Fast Charger,Casual Driver
User_38,Hyundai Kona,75.0,Station_97,New York,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275570,1.0404523051899700,38.45083190087790,15.882703983823500,Night,Wednesday,49.27538752823670,94.59708190417810,42.09574394400220,33.92957037271360,6.0,DC Fast Charger,Long-Distance Traveler
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084900,1.2804107080349400,12.510248962442000,26.50571298106420,Afternoon,Monday,87.98462138000620,79.3884433831648,141.24375349788700,5.761050673536550,7.0,Level 2,Commuter
User_40,Nissan Leaf,100.0,Station_23,Houston,2024-01-02 15:00:00,2024-01-02 16:50:00,68.17785003637410,3.2424460582484900,23.311619082952600,8.498571936835020,Morning,Thursday,17.040420024456100,56.07865100803710,130.37601376208400,-3.191455365646360,2.0,Level 2,Long-Distance Traveler
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343030,1.9623405401552500,6.897878329777160,29.222361949491800,Night,Sunday,80.86258863357030,62.52531776559170,119.63099233488500,35.233158486596500,1.9692327223244000,Level 2,Casual Driver
User_42,Tesla Model 3,100.0,Station_461,Houston,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080700,2.3977153605176000,20.460364868950200,26.619717748813600,Morning,Saturday,28.252298260726300,96.287092238838,111.01653950164400,19.78108389153860,2.941663235080510,Level 2,Commuter
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245200,1.373881357931790,29.468944357780000,32.04209859904500,Night,Saturday,36.636852158025000,66.97610432369270,83.24522142563880,39.41613092437330,4.0,Level 1,Commuter
User_44,Nissan Leaf,48.796482639735200,Station_335,San Francisco,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.0302026852302700,8.388039538136450,6.364629693637990,Afternoon,Friday,15.144122471302700,84.3423268685863,144.01398119262200,22.069470800563800,1.0,DC Fast Charger,Casual Driver
User_45,Nissan Leaf,75.0,Station_44,Los Angeles,2024-01-02 20:00:00,2024-01-02 22:29:00,,3.296056589144090,5.114613366354830,30.037968888365000,Morning,Wednesday,15.220938965012700,132.95201054959600,49.384266364222400,32.01457653994240,3.680052855954800,Level 2,Long-Distance Traveler
User_46,Tesla Model 3,62.0,Station_27,Los Angeles,2024-01-02 21:00:00,2024-01-02 22:53:00,46.80719594482400,3.877992452581900,16.91833198373120,10.608875787752000,Evening,Saturday,49.29876550655080,90.97067522699980,210.17109719106000,-0.039079030643748400,1.0,DC Fast Charger,Commuter
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008150,2.1051170788532000,49.60079964847690,19.030700212720900,Night,Sunday,63.035941874368900,81.75095350359370,97.4539049287794,3.194124642496230,5.0,Level 1,Commuter
User_48,Hyundai Kona,62.0,Station_97,Chicago,2024-01-02 23:00:00,2024-01-02 23:37:00,30.710934027103800,1.6336686079712100,6.35266144526304,18.131831711875800,Morning,Wednesday,76.12005335845830,76.68243090588440,18.934515488450800,27.895176779200900,0.0,Level 2,Commuter
User_49,Nissan Leaf,85.0,Station_463,Los Angeles,2024-01-03 00:00:00,2024-01-03 01:57:00,,1.7434352632006700,14.149666187068800,13.112873665958400,Night,Monday,77.80942281830980,87.94811448093190,212.94034180826700,-4.446670670320880,1.0,Level 1,Casual Driver
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944610,2.2095428234972500,49.275345589419600,9.644101413904610,Afternoon,Saturday,27.196196012553700,86.89391764029940,170.47505412270200,5.37807958403098,6.0,Level 2,Long-Distance Traveler
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.065880815449480,0.5123781829612860,40.17800199145750,24.501893310078900,Morning,Tuesday,13.873858113381500,93.62842306259270,226.2193631647090,30.691983801807600,2.6163324827383000,DC Fast Charger,Casual Driver
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690930,1.8892615183452200,13.175727296302600,28.102310057172500,Morning,Saturday,83.86192690828400,71.37448250923300,57.38072425225100,1.9411051564848700,3.0,Level 1,Commuter
User_53,BMW i3,50.0,Station_192,Chicago,2024-01-03 04:00:00,2024-01-03 05:35:00,65.98624912728610,3.3138023577161800,46.27844331315940,18.849610405397200,Morning,Wednesday,17.38966714207170,73.4380396237612,234.99666157294800,-7.719425911074030,0.0,Level 2,Long-Distance Traveler
User_54,Hyundai Kona,62.0,Station_219,Los Angeles,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372610,1.9113031543827900,35.92512612379790,34.08661865816690,Night,Tuesday,87.28930579942040,80.41641729522470,51.82835201742100,17.805383646122200,5.0,DC Fast Charger,Long-Distance Traveler
User_55,Chevy Bolt,100.0,Station_185,Houston,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407700,3.3140797633169600,34.45824193725990,9.798498137959150,Evening,Thursday,27.697492486196500,70.51026724863110,166.3114629994680,19.703359179359500,4.0,DC Fast Charger,Casual Driver
User_56,Tesla Model 3,76.87610037599300,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436540,1.6783584198879200,36.303372348344700,38.94193996256930,Evening,Saturday,13.48827068689700,82.69521185847710,133.99209364319900,3.0428293410416200,0.0,DC Fast Charger,Casual Driver
User_57,BMW i3,69.88407424915140,Station_317,San Francisco,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743070,3.873449980578510,11.339063162639300,30.192234438786400,Evening,Wednesday,63.67446343632870,55.389776083986300,191.93791499432700,10.424645029884400,2.0,Level 2,Commuter
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031040,0.9179022472670980,47.154009803507900,28.303191116127000,Afternoon,Saturday,56.91742176324380,57.46568225034440,129.3894111090680,38.46677944602200,3.0,DC Fast Charger,Casual Driver
User_59,BMW i3,100.0,Station_55,Chicago,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514350,1.285283896923330,25.37395430520660,8.637821690612410,Morning,Saturday,80.22553380560570,64.66736188293020,148.41561166314800,5.073167724155330,7.0,DC Fast Charger,Casual Driver
User_60,Nissan Leaf,100.0,Station_378,Houston,2024-01-03 11:00:00,2024-01-03 12:15:00,71.28000416235400,2.413754936898990,40.61639923013170,6.744728812226460,Evening,Wednesday,26.156597950855200,89.92458852765270,140.46521317115100,33.05773080632940,5.0,Level 2,Casual Driver
User_61,Nissan Leaf,62.0,Station_97,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.827688177386500,2.0821000071264000,26.507123221525300,36.06804149617970,Evening,Tuesday,33.255985091753600,51.50113226723440,48.044387156223100,38.65644395728210,7.0,Level 1,Casual Driver
User_62,BMW i3,75.0,Station_336,Chicago,2024-01-03 13:00:00,2024-01-03 15:00:00,62.723162291274100,2.1178933499543500,30.9970269340748,30.04444235282830,Morning,Monday,82.84418006572770,72.83328568716700,282.94232177358200,32.852732623649800,7.0,DC Fast Charger,Casual Driver
User_63,Hyundai Kona,124.31591138552700,Station_87,Houston,2024-01-03 14:00:00,2024-01-03 16:50:00,46.1951370011332,0.6505075790560020,47.877523557605300,30.864180857848800,Afternoon,Sunday,53.00518532661710,59.90164627311140,25.02725725569420,6.17125670947679,1.0,Level 2,Commuter
User_64,Nissan Leaf,100.0,Station_294,San Francisco,2024-01-03 15:00:00,2024-01-03 16:02:00,29.34565985727090,2.482090675316870,6.871184621235040,24.649758729942100,Night,Saturday,85.33141901899160,67.47790562555140,127.02180106032600,34.06193919136980,0.0,Level 1,Long-Distance Traveler
User_65,Nissan Leaf,50.0,Station_119,Los Angeles,2024-01-03 16:00:00,2024-01-03 18:42:00,76.93342189972200,2.1234202003251800,34.17685550275660,34.22830190454740,Night,Friday,27.174615333880600,92.14463369734480,295.8937220745890,7.9416880917232600,2.5918513275137500,DC Fast Charger,Casual Driver
User_66,BMW i3,62.0,Station_208,Houston,2024-01-03 17:00:00,2024-01-03 18:46:00,59.25460166411960,1.2796206959579600,,12.220438303566700,Night,Thursday,77.03697398688680,91.82927487145970,167.29757277309400,35.27145068625700,7.0,Level 2,Long-Distance Traveler
User_67,Nissan Leaf,100.0,Station_334,San Francisco,2024-01-03 18:00:00,2024-01-03 21:04:00,37.06292777850250,1.6090994326029500,15.230062587672100,37.87533457659360,Morning,Wednesday,7.520444726979810,67.79787265012490,98.14598101957090,16.483705935042000,2.0,Level 2,Long-Distance Traveler
User_68,Nissan Leaf,85.0,Station_413,Los Angeles,2024-01-03 19:00:00,2024-01-03 21:30:00,67.69516175123810,0.8575824648349770,32.97506874142170,13.775619212920900,Afternoon,Saturday,22.48839981099200,86.77766611416520,81.28450037675880,-7.332648303750760,6.0,DC Fast Charger,Casual Driver
User_69,BMW i3,75.0,Station_154,Los Angeles,2024-01-03 20:00:00,2024-01-03 22:37:00,16.41401693253660,1.702974822474660,,21.667786643873200,Morning,Sunday,36.950283611109800,77.13616493524880,188.47148981831300,18.53871081800200,7.0,Level 1,Casual Driver
User_70,BMW i3,50.0,Station_35,Houston,2024-01-03 21:00:00,2024-01-03 22:47:00,67.00568214318920,3.608030961009230,4.092360865180500,14.42396639096440,Night,Monday,57.677660751028800,57.11286224854080,276.3684303122310,-2.7249027658978400,4.122767456931070,Level 1,Long-Distance Traveler
User_71,Tesla Model 3,75.0,Station_79,San Francisco,2024-01-03 22:00:00,2024-01-04 01:01:00,70.61729259484450,3.2801429687726900,26.07041362744590,15.470777907245100,Evening,Wednesday,86.22602519571820,57.969655423091900,23.003998749296200,34.847907975386200,2.7713464837060100,Level 1,Commuter
User_72,Hyundai Kona,75.0,Station_67,Houston,2024-01-03 23:00:00,2024-01-04 00:36:00,61.13047583037780,0.947277208902377,23.281804960483100,37.14898172847160,Evening,Saturday,34.89904374917880,92.355661174546,58.85531551787030,7.662649708995330,1.0,DC Fast Charger,Long-Distance Traveler
User_73,Hyundai Kona,85.0,Station_343,Chicago,2024-01-04 00:00:00,2024-01-04 02:24:00,22.88203842151130,1.5694707135750000,29.98922250219450,10.709582024362000,Evening,Thursday,15.674485469680700,96.59770241767580,98.47402709278700,19.213164486767700,3.0,DC Fast Charger,Commuter
User_74,Nissan Leaf,59.832726512242700,Station_413,Los Angeles,2024-01-04 01:00:00,2024-01-04 02:32:00,12.894887186031900,0.5815047780490370,40.884098898229000,15.197334165353600,Night,Friday,31.549182203883900,97.46254098173990,183.17128114934300,28.637604322914600,2.0,Level 1,Long-Distance Traveler
User_75,Hyundai Kona,85.0,Station_34,Houston,2024-01-04 02:00:00,2024-01-04 04:22:00,69.16916705566730,2.285242161327480,5.557358509328090,20.76646440802640,Afternoon,Wednesday,41.089044871443300,74.39951852877810,276.57481915586200,20.014324466284200,4.0,Level 1,Casual Driver
User_76,Nissan Leaf,50.0,Station_97,Los Angeles,2024-01-04 03:00:00,2024-01-04 05:03:00,,3.520690375905820,9.56924507314763,24.79072323320690,Night,Saturday,51.281403473410400,93.19846283246210,171.89615323236100,-5.275727979646040,4.0,Level 1,Commuter
User_77,Tesla Model 3,100.0,Station_169,San Francisco,2024-01-04 04:00:00,2024-01-04 05:17:00,49.278837399477200,3.865136106678540,49.41151925702690,39.93168076046510,Morning,Tuesday,86.32698824285710,75.50151044016270,246.3443697107790,30.082058806726700,0.0,Level 1,Long-Distance Traveler
User_78,BMW i3,75.0,Station_169,New York,2024-01-04 05:00:00,2024-01-04 08:40:00,31.218889683829400,3.340997592022920,30.02591267156400,17.60489531315020,Afternoon,Monday,39.517616762843000,71.27176463552540,242.48556290632000,39.83142977123110,3.0,Level 2,Commuter
User_79,BMW i3,100.0,Station_151,Houston,2024-01-04 06:00:00,2024-01-04 09:55:00,30.651699818598600,1.0288186666188500,28.522353335495300,39.322054380129100,Evening,Friday,38.12132999285810,81.19721083979800,12.149516678078100,-4.932743443178870,1.0,DC Fast Charger,Casual Driver
User_80,BMW i3,75.0,Station_71,Houston,2024-01-04 07:00:00,2024-01-04 07:41:00,59.9864767329939,3.729365399834840,23.417921150036500,15.683016562744200,Afternoon,Wednesday,88.09676846371460,96.1305685919979,281.763740323611,15.060622448535300,0.0,Level 1,Commuter
User_81,Hyundai Kona,48.0506947257829,Station_3,Los Angeles,2024-01-04 08:00:00,2024-01-04 11:05:00,51.67374779364140,0.6917553642371980,46.59567841482080,18.01181177893120,Afternoon,Saturday,55.07217407784220,62.93578010941690,222.2746666893460,2.5542438030517300,7.0,Level 2,Casual Driver
User_82,Tesla Model 3,50.0,Station_314,San Francisco,2024-01-04 09:00:00,2024-01-04 12:21:00,35.9072426531086,2.7255608456585200,25.601620872044300,19.2835226965972,Night,Friday,48.887624255601900,43.05075612226930,93.85786768644310,33.076751459606600,6.0,Level 1,Casual Driver
User_83,Hyundai Kona,85.0,Station_32,Chicago,2024-01-04 10:00:00,2024-01-04 13:20:00,41.60783353260330,0.8070687454194460,,29.532932865621300,Afternoon,Tuesday,54.997649082294200,97.26161624347920,94.64525016460200,17.737387789603900,3.0,Level 1,Commuter
User_84,Hyundai Kona,62.0,Station_287,San Francisco,2024-01-04 11:00:00,2024-01-04 13:54:00,32.83295683246540,3.4086383448749500,44.492366139662000,39.67482338466680,Night,Wednesday,26.654722048049900,63.71062691853390,279.8982720475400,5.803389498206,1.0,Level 2,Casual Driver
User_85,Tesla Model 3,50.0,Station_82,Houston,2024-01-04 12:00:00,2024-01-04 13:09:00,57.92445004054600,1.261117292569860,12.538161906875400,19.81732290839240,Morning,Friday,49.87203405296150,54.261433021246900,64.13545483676490,1.8254496871976100,1.0,Level 1,Casual Driver
User_86,Tesla Model 3,100.0,Station_43,Chicago,2024-01-04 13:00:00,2024-01-04 16:26:00,21.656164115674200,1.8944268875741100,32.95451081519970,18.02550998683420,Afternoon,Wednesday,78.43462826424620,97.7254403635819,170.55772537142200,10.401511433472200,3.0,Level 1,Casual Driver
User_87,Tesla Model 3,62.0,Station_391,San Francisco,2024-01-04 14:00:00,2024-01-04 15:54:00,41.01058174547110,3.3669557754635000,45.320109597695400,18.06652173487610,Afternoon,Wednesday,73.62283683904120,83.05427335844940,103.7883061403120,-4.572249344016910,3.0,Level 2,Commuter
User_88,Tesla Model 3,62.0,Station_105,New York,2024-01-04 15:00:00,2024-01-04 16:26:00,79.81869447094790,2.6064796291623100,13.009732230851900,35.97131697104880,Afternoon,Friday,86.11175650087340,69.39563151935640,274.02065391535700,10.69221008986980,2.0,Level 2,Casual Driver
User_89,BMW i3,85.0,Station_1,Los Angeles,2024-01-04 16:00:00,2024-01-04 17:56:00,33.07294950547440,1.4696595869919800,30.344748445823300,15.55083822587800,Evening,Wednesday,105.03222404185600,83.02347311843920,164.68289235141900,-6.514431826571200,1.0,Level 2,Long-Distance Traveler
User_90,Chevy Bolt,75.0,Station_61,San Francisco,2024-01-04 17:00:00,2024-01-04 18:53:00,27.84315247164260,2.543139660740750,17.00464384697850,12.278331917423400,Night,Tuesday,47.99218334647700,85.86518688525220,79.354979042724,7.516861653406640,7.0,Level 2,Casual Driver
User_91,Chevy Bolt,50.0,Station_270,San Francisco,2024-01-04 18:00:00,2024-01-04 21:41:00,28.440773917754200,1.0796586545757100,42.42512683318400,13.779804175546800,Night,Friday,13.667240803504400,96.3460346157945,398.3647747436510,27.813135549380600,0.0,Level 2,Long-Distance Traveler
User_92,Tesla Model 3,62.0,Station_180,New York,2024-01-04 19:00:00,2024-01-04 22:52:00,68.57302471319410,2.9303906461797000,5.4546927018545600,15.889414479213300,Evening,Saturday,50.31669101477430,93.89345034552560,191.45599448624300,37.89979105281140,4.0,Level 1,Commuter
User_93,Chevy Bolt,85.0,Station_224,Houston,2024-01-04 20:00:00,2024-01-04 23:34:00,65.431016913359,0.929486553755634,20.272698935130500,10.395657972388500,Night,Sunday,76.46681163744770,75.84995702645680,71.43600424010650,30.199709557192100,6.0,DC Fast Charger,Long-Distance Traveler
User_94,Chevy Bolt,75.0,Station_6,Los Angeles,2024-01-04 21:00:00,2024-01-04 23:30:00,71.61568949106120,3.5150120063589600,31.271844526976900,21.263560509313100,Morning,Friday,51.794505044000000,64.55436324971150,16.681445822961800,-1.7198500093383,3.0,Level 2,Casual Driver
